,location,industry,fuels_consumed,date,value
34522,wa,Manufacturing,LPG,2017-18,0.5
34345,wa,Mining,Electricity,2017-18,59.8
34342,wa,Mining,Naturalgas,2017-18,180.4
34337,wa,Mining,Fueloil,2017-18,0.4
34336,wa,Mining,Diesel,2017-18,90.2
34297,wa,Agriculture,Electricity,2017-18,0.9
34294,wa,Agriculture,Naturalgas,2017-18,0
34288,wa,Agriculture,Diesel,2017-18,20.1
34282,wa,Agriculture,LPG,2017-18,0.9
34330,wa,Mining,LPG,2017-18,0.5
34514,wa,Manufacturing,Blackcoal,2017-18,34.2
37657,wa,Construction,Electricity,2018-19,0
37654,wa,Construction,Naturalgas,2018-19,0.1
37648,wa,Construction,Diesel,2018-19,4.8
37754,wa,Transport_postal,Liquid/gasBiofuels,2018-19,0.2
37753,wa,Transport_postal,Electricity,2018-19,6.2
37750,wa,Transport_postal,Naturalgas,2018-19,6.8
37745,wa,Transport_postal,Fueloil,2018-19,12.6
37744,wa,Transport_postal,Diesel,2018-19,118.1
37738,wa,Transport_postal,LPG,2018-19,0.8
37697,wa,Commercial_services,Fueloil,2018-19,0.1
37696,wa,Commercial_services,Diesel,2018-19,8.3
37690,wa,Commercial_services,LPG,2018-19,0.1
37702,wa,Commercial_services,Naturalgas,2018-19,4.5
37704,wa,Commercial_services,Solarenergy,2018-19,0
37705,wa,Commercial_services,Electricity,2018-19,19.8
37450,wa,Electricity_gas_water_serv,LPG,2018-19,0
37442,wa,Electricity_gas_water_serv,Blackcoal,2018-19,89
37466,wa,Electricity_gas_water_serv,Liquid/gasBiofuels,2018-19,1.4
37465,wa,Electricity_gas_water_serv,Electricity,2018-19,10.3
37462,wa,Electricity_gas_water_serv,Naturalgas,2018-19,289.8
37456,wa,Electricity_gas_water_serv,Diesel,2018-19,23.2
38233,wa,Residential,Electricity,2018-19,26.4
38232,wa,Residential,Solarenergy,2018-19,4.4
38230,wa,Residential,Naturalgas,2018-19,11.3
38218,wa,Residential,LPG,2018-19,2.1
36554,wa,Manufacturing,Liquid/gasBiofuels,2018-19,0
36553,wa,Manufacturing,Electricity,2018-19,23.2
36550,wa,Manufacturing,Naturalgas,2018-19,148.5
36545,wa,Manufacturing,Fueloil,2018-19,0.9
36544,wa,Manufacturing,Diesel,2018-19,5.1
36538,wa,Manufacturing,LPG,2018-19,0.5
36361,wa,Mining,Electricity,2018-19,63.8
36358,wa,Mining,Naturalgas,2018-19,207.8
36353,wa,Mining,Fueloil,2018-19,0.3
36352,wa,Mining,Diesel,2018-19,95.1
36346,wa,Mining,LPG,2018-19,0.5
36313,wa,Agriculture,Electricity,2018-19,1.1
36310,wa,Agriculture,Naturalgas,2018-19,0
36304,wa,Agriculture,Diesel,2018-19,18.3
36298,wa,Agriculture,LPG,2018-19,0.8
36530,wa,Manufacturing,Blackcoal,2018-19,34
1360,nt,Construction,Diesel,2000-01,0.7
1462,nt,Transport_postal,Naturalgas,2000-01,0.1
1456,nt,Transport_postal,Diesel,2000-01,6.7
1450,nt,Transport_postal,LPG,2000-01,0.1
1414,nt,Commercial_services,Naturalgas,2000-01,0.2
1408,nt,Commercial_services,Diesel,2000-01,1.2
1402,nt,Commercial_services,LPG,2000-01,0.1
1417,nt,Commercial_services,Electricity,2000-01,3.9
1177,nt,Electricity_gas_water_serv,Electricity,2000-01,0.8
1174,nt,Electricity_gas_water_serv,Naturalgas,2000-01,21.4
1168,nt,Electricity_gas_water_serv,Diesel,2000-01,1.3
1945,nt,Residential,Electricity,2000-01,1.8
1944,nt,Residential,Solarenergy,2000-01,0.1
1936,nt,Residential,Diesel,2000-01,0.1
1930,nt,Residential,LPG,2000-01,0.1
262,nt,Manufacturing,Naturalgas,2000-01,0.1
256,nt,Manufacturing,Diesel,2000-01,1
73,nt,Mining,Electricity,2000-01,1.4
70,nt,Mining,Naturalgas,2000-01,0.2
64,nt,Mining,Diesel,2000-01,2
25,nt,Agriculture,Electricity,2000-01,0.1
16,nt,Agriculture,Diesel,2000-01,1.1
3376,nt,Construction,Diesel,2001-02,0.7
3478,nt,Transport_postal,Naturalgas,2001-02,0.2
3472,nt,Transport_postal,Diesel,2001-02,6.6
3430,nt,Commercial_services,Naturalgas,2001-02,0.2
3424,nt,Commercial_services,Diesel,2001-02,1.2
3418,nt,Commercial_services,LPG,2001-02,0.1
3433,nt,Commercial_services,Electricity,2001-02,3.6
3466,nt,Transport_postal,LPG,2001-02,0.1
3193,nt,Electricity_gas_water_serv,Electricity,2001-02,0.8
3190,nt,Electricity_gas_water_serv,Naturalgas,2001-02,21.9
3184,nt,Electricity_gas_water_serv,Diesel,2001-02,1.3
3961,nt,Residential,Electricity,2001-02,1.8
3960,nt,Residential,Solarenergy,2001-02,0.1
3952,nt,Residential,Diesel,2001-02,0.1
3946,nt,Residential,LPG,2001-02,0.1
2278,nt,Manufacturing,Naturalgas,2001-02,0.1
2272,nt,Manufacturing,Diesel,2001-02,1.1
2089,nt,Mining,Electricity,2001-02,2
2086,nt,Mining,Naturalgas,2001-02,0.2
2080,nt,Mining,Diesel,2001-02,1.8
2041,nt,Agriculture,Electricity,2001-02,0.1
2032,nt,Agriculture,Diesel,2001-02,1.2
5392,nt,Construction,Diesel,2002-03,0.6
5494,nt,Transport_postal,Naturalgas,2002-03,0.2
5489,nt,Transport_postal,Fueloil,2002-03,0
5488,nt,Transport_postal,Diesel,2002-03,8.7
5482,nt,Transport_postal,LPG,2002-03,0.1
5446,nt,Commercial_services,Naturalgas,2002-03,0.2
5441,nt,Commercial_services,Fueloil,2002-03,0
5440,nt,Commercial_services,Diesel,2002-03,1.2
5434,nt,Commercial_services,LPG,2002-03,0.1
5449,nt,Commercial_services,Electricity,2002-03,4.7
5209,nt,Electricity_gas_water_serv,Electricity,2002-03,0.9
5206,nt,Electricity_gas_water_serv,Naturalgas,2002-03,13.6
5200,nt,Electricity_gas_water_serv,Diesel,2002-03,2.3
5977,nt,Residential,Electricity,2002-03,2.3
5976,nt,Residential,Solarenergy,2002-03,0.1
5974,nt,Residential,Naturalgas,2002-03,0
5968,nt,Residential,Diesel,2002-03,0.1
5962,nt,Residential,LPG,2002-03,0.2
4294,nt,Manufacturing,Naturalgas,2002-03,0.1
4288,nt,Manufacturing,Diesel,2002-03,1.1
4105,nt,Mining,Electricity,2002-03,0.5
4102,nt,Mining,Naturalgas,2002-03,0.2
4096,nt,Mining,Diesel,2002-03,0.9
4057,nt,Agriculture,Electricity,2002-03,0.1
4048,nt,Agriculture,Diesel,2002-03,1
4042,nt,Agriculture,LPG,2002-03,0
7408,nt,Construction,Diesel,2003-04,0.5
7510,nt,Transport_postal,Naturalgas,2003-04,0.1
7505,nt,Transport_postal,Fueloil,2003-04,0
7504,nt,Transport_postal,Diesel,2003-04,7.7
7498,nt,Transport_postal,LPG,2003-04,0.1
7462,nt,Commercial_services,Naturalgas,2003-04,0.2
7457,nt,Commercial_services,Fueloil,2003-04,0
7456,nt,Commercial_services,Diesel,2003-04,1.1
7450,nt,Commercial_services,LPG,2003-04,0.2
7465,nt,Commercial_services,Electricity,2003-04,4.8
7225,nt,Electricity_gas_water_serv,Electricity,2003-04,0.9
7222,nt,Electricity_gas_water_serv,Naturalgas,2003-04,13.7
7216,nt,Electricity_gas_water_serv,Diesel,2003-04,3.6
7993,nt,Residential,Electricity,2003-04,2.3
7992,nt,Residential,Solarenergy,2003-04,0.1
7990,nt,Residential,Naturalgas,2003-04,0
7984,nt,Residential,Diesel,2003-04,0.1
7978,nt,Residential,LPG,2003-04,0.1
6310,nt,Manufacturing,Naturalgas,2003-04,0.1
6304,nt,Manufacturing,Diesel,2003-04,1.1
6121,nt,Mining,Electricity,2003-04,0.5
6118,nt,Mining,Naturalgas,2003-04,0.7
6112,nt,Mining,Diesel,2003-04,2.2
6073,nt,Agriculture,Electricity,2003-04,0.1
6064,nt,Agriculture,Diesel,2003-04,1.1
6058,nt,Agriculture,LPG,2003-04,0.1
9424,nt,Construction,Diesel,2004-05,0.5
9526,nt,Transport_postal,Naturalgas,2004-05,0.1
9521,nt,Transport_postal,Fueloil,2004-05,0
9520,nt,Transport_postal,Diesel,2004-05,8.5
9514,nt,Transport_postal,LPG,2004-05,0.1
9478,nt,Commercial_services,Naturalgas,2004-05,0.2
9473,nt,Commercial_services,Fueloil,2004-05,0
9472,nt,Commercial_services,Diesel,2004-05,1
9466,nt,Commercial_services,LPG,2004-05,0.2
9481,nt,Commercial_services,Electricity,2004-05,4.7
9241,nt,Electricity_gas_water_serv,Electricity,2004-05,0.9
9238,nt,Electricity_gas_water_serv,Naturalgas,2004-05,14.4
9232,nt,Electricity_gas_water_serv,Diesel,2004-05,4.3
10009,nt,Residential,Electricity,2004-05,2.1
10008,nt,Residential,Solarenergy,2004-05,0.1
10006,nt,Residential,Naturalgas,2004-05,0
10000,nt,Residential,Diesel,2004-05,0.1
9994,nt,Residential,LPG,2004-05,0.1
8326,nt,Manufacturing,Naturalgas,2004-05,0.1
8320,nt,Manufacturing,Diesel,2004-05,0.1
8137,nt,Mining,Electricity,2004-05,0.8
8134,nt,Mining,Naturalgas,2004-05,0.7
8128,nt,Mining,Diesel,2004-05,4.2
8089,nt,Agriculture,Electricity,2004-05,0
8080,nt,Agriculture,Diesel,2004-05,1.1
8074,nt,Agriculture,LPG,2004-05,0
11440,nt,Construction,Diesel,2005-06,0.4
11542,nt,Transport_postal,Naturalgas,2005-06,0.1
11537,nt,Transport_postal,Fueloil,2005-06,0
11536,nt,Transport_postal,Diesel,2005-06,9.9
11530,nt,Transport_postal,LPG,2005-06,0.2
11494,nt,Commercial_services,Naturalgas,2005-06,0.2
11489,nt,Commercial_services,Fueloil,2005-06,0
11488,nt,Commercial_services,Diesel,2005-06,0.9
11482,nt,Commercial_services,LPG,2005-06,0.2
11497,nt,Commercial_services,Electricity,2005-06,4.7
11257,nt,Electricity_gas_water_serv,Electricity,2005-06,0.9
11254,nt,Electricity_gas_water_serv,Naturalgas,2005-06,11.8
11248,nt,Electricity_gas_water_serv,Diesel,2005-06,4.4
12025,nt,Residential,Electricity,2005-06,2.3
12024,nt,Residential,Solarenergy,2005-06,0.1
12022,nt,Residential,Naturalgas,2005-06,0
12016,nt,Residential,Diesel,2005-06,0.1
12010,nt,Residential,LPG,2005-06,0.1
10342,nt,Manufacturing,Naturalgas,2005-06,0.1
10336,nt,Manufacturing,Diesel,2005-06,0.1
10153,nt,Mining,Electricity,2005-06,1.1
10150,nt,Mining,Naturalgas,2005-06,6.5
10144,nt,Mining,Diesel,2005-06,8.8
10105,nt,Agriculture,Electricity,2005-06,0
10096,nt,Agriculture,Diesel,2005-06,0.9
10090,nt,Agriculture,LPG,2005-06,0
13456,nt,Construction,Diesel,2006-07,0.4
13558,nt,Transport_postal,Naturalgas,2006-07,0.1
13552,nt,Transport_postal,Diesel,2006-07,8
13546,nt,Transport_postal,LPG,2006-07,0.1
13505,nt,Commercial_services,Fueloil,2006-07,0
13504,nt,Commercial_services,Diesel,2006-07,0.9
13498,nt,Commercial_services,LPG,2006-07,0.2
13510,nt,Commercial_services,Naturalgas,2006-07,0.2
13513,nt,Commercial_services,Electricity,2006-07,5
13273,nt,Electricity_gas_water_serv,Electricity,2006-07,1
13270,nt,Electricity_gas_water_serv,Naturalgas,2006-07,14.1
13264,nt,Electricity_gas_water_serv,Diesel,2006-07,3.8
14041,nt,Residential,Electricity,2006-07,2.4
14040,nt,Residential,Solarenergy,2006-07,0.2
14038,nt,Residential,Naturalgas,2006-07,0
14032,nt,Residential,Diesel,2006-07,0.1
14026,nt,Residential,LPG,2006-07,0.1
12358,nt,Manufacturing,Naturalgas,2006-07,0.1
12352,nt,Manufacturing,Diesel,2006-07,1.1
12169,nt,Mining,Electricity,2006-07,2.5
12166,nt,Mining,Naturalgas,2006-07,19.8
12160,nt,Mining,Diesel,2006-07,4.2
12121,nt,Agriculture,Electricity,2006-07,0
12112,nt,Agriculture,Diesel,2006-07,0.9
12106,nt,Agriculture,LPG,2006-07,0
15472,nt,Construction,Diesel,2007-08,0.4
15574,nt,Transport_postal,Naturalgas,2007-08,0.1
15568,nt,Transport_postal,Diesel,2007-08,8.2
15562,nt,Transport_postal,LPG,2007-08,0.1
15521,nt,Commercial_services,Fueloil,2007-08,0
15520,nt,Commercial_services,Diesel,2007-08,0.9
15514,nt,Commercial_services,LPG,2007-08,0.2
15526,nt,Commercial_services,Naturalgas,2007-08,0.2
15529,nt,Commercial_services,Electricity,2007-08,5.1
15289,nt,Electricity_gas_water_serv,Electricity,2007-08,0.9
15286,nt,Electricity_gas_water_serv,Naturalgas,2007-08,12.4
15280,nt,Electricity_gas_water_serv,Diesel,2007-08,9.1
16057,nt,Residential,Electricity,2007-08,2.4
16056,nt,Residential,Solarenergy,2007-08,0.2
16054,nt,Residential,Naturalgas,2007-08,0
16048,nt,Residential,Diesel,2007-08,0.1
16042,nt,Residential,LPG,2007-08,0.2
14374,nt,Manufacturing,Naturalgas,2007-08,0.1
