,location,industry,fuels_consumed,date,value
18073,nsw,Residential,Electricity,2008-09,81.7
18072,nsw,Residential,Solarenergy,2008-09,2.4
18070,nsw,Residential,Naturalgas,2008-09,22.3
18064,nsw,Residential,Diesel,2008-09,0.1
18058,nsw,Residential,LPG,2008-09,4.5
16394,nsw,Manufacturing,Liquid/gasBiofuels,2008-09,1.3
16393,nsw,Manufacturing,Electricity,2008-09,77.9
16390,nsw,Manufacturing,Naturalgas,2008-09,76.5
16385,nsw,Manufacturing,Fueloil,2008-09,0.3
16384,nsw,Manufacturing,Diesel,2008-09,0.8
16378,nsw,Manufacturing,LPG,2008-09,8.6
16202,nsw,Mining,Liquid/gasBiofuels,2008-09,0.1
16201,nsw,Mining,Electricity,2008-09,13.5
16198,nsw,Mining,Naturalgas,2008-09,0
16193,nsw,Mining,Fueloil,2008-09,0
16192,nsw,Mining,Diesel,2008-09,21.6
16186,nsw,Mining,LPG,2008-09,0.1
16153,nsw,Agriculture,Electricity,2008-09,2.2
16144,nsw,Agriculture,Diesel,2008-09,24.3
16138,nsw,Agriculture,LPG,2008-09,0.4
16370,nsw,Manufacturing,Blackcoal,2008-09,109.2
19513,nsw,Construction,Electricity,2009-10,0.2
19510,nsw,Construction,Naturalgas,2009-10,0.1
19504,nsw,Construction,Diesel,2009-10,4.3
19610,nsw,Transport_postal,Liquid/gasBiofuels,2009-10,3.8
19609,nsw,Transport_postal,Electricity,2009-10,4.5
19606,nsw,Transport_postal,Naturalgas,2009-10,1.7
19601,nsw,Transport_postal,Fueloil,2009-10,5.6
19600,nsw,Transport_postal,Diesel,2009-10,137.8
19594,nsw,Transport_postal,LPG,2009-10,13.7
19558,nsw,Commercial_services,Naturalgas,2009-10,9.3
19552,nsw,Commercial_services,Diesel,2009-10,3.8
19546,nsw,Commercial_services,LPG,2009-10,0.6
19560,nsw,Commercial_services,Solarenergy,2009-10,0.1
19561,nsw,Commercial_services,Electricity,2009-10,65.3
19298,nsw,Electricity_gas_water_serv,Blackcoal,2009-10,637.1
19322,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2009-10,4.5
19321,nsw,Electricity_gas_water_serv,Electricity,2009-10,37.5
19318,nsw,Electricity_gas_water_serv,Naturalgas,2009-10,39.7
19312,nsw,Electricity_gas_water_serv,Diesel,2009-10,1.8
20089,nsw,Residential,Electricity,2009-10,84.3
20088,nsw,Residential,Solarenergy,2009-10,3.1
20086,nsw,Residential,Naturalgas,2009-10,23.3
20080,nsw,Residential,Diesel,2009-10,0.1
20074,nsw,Residential,LPG,2009-10,4.5
18410,nsw,Manufacturing,Liquid/gasBiofuels,2009-10,1.8
18409,nsw,Manufacturing,Electricity,2009-10,78.7
18406,nsw,Manufacturing,Naturalgas,2009-10,74.6
18401,nsw,Manufacturing,Fueloil,2009-10,0.8
18400,nsw,Manufacturing,Diesel,2009-10,1.6
18218,nsw,Mining,Liquid/gasBiofuels,2009-10,0.7
18217,nsw,Mining,Electricity,2009-10,13.9
18214,nsw,Mining,Naturalgas,2009-10,0
18209,nsw,Mining,Fueloil,2009-10,0
18208,nsw,Mining,Diesel,2009-10,26.4
18169,nsw,Agriculture,Electricity,2009-10,2.4
18160,nsw,Agriculture,Diesel,2009-10,24.3
18154,nsw,Agriculture,LPG,2009-10,0.4
18202,nsw,Mining,LPG,2009-10,0.1
18394,nsw,Manufacturing,LPG,2009-10,8.1
18386,nsw,Manufacturing,Blackcoal,2009-10,140.7
21529,nsw,Construction,Electricity,2010-11,0.2
21526,nsw,Construction,Naturalgas,2010-11,0.1
21520,nsw,Construction,Diesel,2010-11,4.2
21626,nsw,Transport_postal,Liquid/gasBiofuels,2010-11,5.7
21625,nsw,Transport_postal,Electricity,2010-11,4.8
21622,nsw,Transport_postal,Naturalgas,2010-11,1.5
21617,nsw,Transport_postal,Fueloil,2010-11,4.8
21616,nsw,Transport_postal,Diesel,2010-11,144.2
21610,nsw,Transport_postal,LPG,2010-11,14.3
21574,nsw,Commercial_services,Naturalgas,2010-11,9.9
21569,nsw,Commercial_services,Fueloil,2010-11,0
21568,nsw,Commercial_services,Diesel,2010-11,4.8
21562,nsw,Commercial_services,LPG,2010-11,0.6
21576,nsw,Commercial_services,Solarenergy,2010-11,0.1
21577,nsw,Commercial_services,Electricity,2010-11,66.3
21578,nsw,Commercial_services,Liquid/gasBiofuels,2010-11,0
21314,nsw,Electricity_gas_water_serv,Blackcoal,2010-11,596.5
21328,nsw,Electricity_gas_water_serv,Diesel,2010-11,1.4
21338,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2010-11,4
21337,nsw,Electricity_gas_water_serv,Electricity,2010-11,35.7
21334,nsw,Electricity_gas_water_serv,Naturalgas,2010-11,38.2
22105,nsw,Residential,Electricity,2010-11,86.6
22104,nsw,Residential,Solarenergy,2010-11,3.4
22102,nsw,Residential,Naturalgas,2010-11,24.3
22096,nsw,Residential,Diesel,2010-11,0.1
22090,nsw,Residential,LPG,2010-11,4.9
20426,nsw,Manufacturing,Liquid/gasBiofuels,2010-11,2.5
20425,nsw,Manufacturing,Electricity,2010-11,77.8
20422,nsw,Manufacturing,Naturalgas,2010-11,72.5
20417,nsw,Manufacturing,Fueloil,2010-11,13.3
20416,nsw,Manufacturing,Diesel,2010-11,1.7
20410,nsw,Manufacturing,LPG,2010-11,9.1
20234,nsw,Mining,Liquid/gasBiofuels,2010-11,0.9
20233,nsw,Mining,Electricity,2010-11,13.9
20230,nsw,Mining,Naturalgas,2010-11,0
20225,nsw,Mining,Fueloil,2010-11,0
20224,nsw,Mining,Diesel,2010-11,30.8
20185,nsw,Agriculture,Electricity,2010-11,2.3
20176,nsw,Agriculture,Diesel,2010-11,24.5
20170,nsw,Agriculture,LPG,2010-11,0.4
20218,nsw,Mining,LPG,2010-11,0.1
20402,nsw,Manufacturing,Blackcoal,2010-11,143.9
23545,nsw,Construction,Electricity,2011-12,0.2
23542,nsw,Construction,Naturalgas,2011-12,0.1
23536,nsw,Construction,Diesel,2011-12,4.2
23642,nsw,Transport_postal,Liquid/gasBiofuels,2011-12,6.3
23641,nsw,Transport_postal,Electricity,2011-12,4.6
23638,nsw,Transport_postal,Naturalgas,2011-12,1.6
23633,nsw,Transport_postal,Fueloil,2011-12,6.4
23632,nsw,Transport_postal,Diesel,2011-12,147.5
23626,nsw,Transport_postal,LPG,2011-12,14.5
23590,nsw,Commercial_services,Naturalgas,2011-12,10
23585,nsw,Commercial_services,Fueloil,2011-12,0
23584,nsw,Commercial_services,Diesel,2011-12,5
23592,nsw,Commercial_services,Solarenergy,2011-12,0.1
23578,nsw,Commercial_services,LPG,2011-12,0.6
23593,nsw,Commercial_services,Electricity,2011-12,64.4
23594,nsw,Commercial_services,Liquid/gasBiofuels,2011-12,0
23330,nsw,Electricity_gas_water_serv,Blackcoal,2011-12,593
23354,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2011-12,5
23353,nsw,Electricity_gas_water_serv,Electricity,2011-12,32.7
23350,nsw,Electricity_gas_water_serv,Naturalgas,2011-12,37.6
23344,nsw,Electricity_gas_water_serv,Diesel,2011-12,1.4
24121,nsw,Residential,Electricity,2011-12,84.2
24120,nsw,Residential,Solarenergy,2011-12,3.5
24118,nsw,Residential,Naturalgas,2011-12,25.1
24112,nsw,Residential,Diesel,2011-12,0.1
24106,nsw,Residential,LPG,2011-12,4.9
22442,nsw,Manufacturing,Liquid/gasBiofuels,2011-12,2.5
22441,nsw,Manufacturing,Electricity,2011-12,74.3
22438,nsw,Manufacturing,Naturalgas,2011-12,67.4
22433,nsw,Manufacturing,Fueloil,2011-12,17.1
22432,nsw,Manufacturing,Diesel,2011-12,1.5
22426,nsw,Manufacturing,LPG,2011-12,9.5
22250,nsw,Mining,Liquid/gasBiofuels,2011-12,1.2
22249,nsw,Mining,Electricity,2011-12,14.9
22246,nsw,Mining,Naturalgas,2011-12,0
22241,nsw,Mining,Fueloil,2011-12,0
22240,nsw,Mining,Diesel,2011-12,36.1
22201,nsw,Agriculture,Electricity,2011-12,2.4
22198,nsw,Agriculture,Naturalgas,2011-12,0.3
22192,nsw,Agriculture,Diesel,2011-12,24.6
22186,nsw,Agriculture,LPG,2011-12,0.4
22234,nsw,Mining,LPG,2011-12,0.1
22418,nsw,Manufacturing,Blackcoal,2011-12,118.9
25561,nsw,Construction,Electricity,2012-13,0.2
25558,nsw,Construction,Naturalgas,2012-13,0.1
25552,nsw,Construction,Diesel,2012-13,4.1
25658,nsw,Transport_postal,Liquid/gasBiofuels,2012-13,6.8
25657,nsw,Transport_postal,Electricity,2012-13,5
25654,nsw,Transport_postal,Naturalgas,2012-13,2.1
25649,nsw,Transport_postal,Fueloil,2012-13,5.1
25648,nsw,Transport_postal,Diesel,2012-13,152
25642,nsw,Transport_postal,LPG,2012-13,14.4
25606,nsw,Commercial_services,Naturalgas,2012-13,10.3
25601,nsw,Commercial_services,Fueloil,2012-13,0
25600,nsw,Commercial_services,Diesel,2012-13,5.6
25594,nsw,Commercial_services,LPG,2012-13,0.6
25608,nsw,Commercial_services,Solarenergy,2012-13,0.1
25609,nsw,Commercial_services,Electricity,2012-13,66.7
25610,nsw,Commercial_services,Liquid/gasBiofuels,2012-13,0
25346,nsw,Electricity_gas_water_serv,Blackcoal,2012-13,561.9
25370,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2012-13,4.8
25369,nsw,Electricity_gas_water_serv,Electricity,2012-13,27
25366,nsw,Electricity_gas_water_serv,Naturalgas,2012-13,48.9
25360,nsw,Electricity_gas_water_serv,Diesel,2012-13,1.3
26137,nsw,Residential,Electricity,2012-13,83.2
26136,nsw,Residential,Solarenergy,2012-13,3.6
26134,nsw,Residential,Naturalgas,2012-13,25.7
26128,nsw,Residential,Diesel,2012-13,0.1
26122,nsw,Residential,LPG,2012-13,4.9
24458,nsw,Manufacturing,Liquid/gasBiofuels,2012-13,1.1
24457,nsw,Manufacturing,Electricity,2012-13,63.9
24454,nsw,Manufacturing,Naturalgas,2012-13,70
24449,nsw,Manufacturing,Fueloil,2012-13,9.1
24448,nsw,Manufacturing,Diesel,2012-13,2.6
24266,nsw,Mining,Liquid/gasBiofuels,2012-13,1.7
24265,nsw,Mining,Electricity,2012-13,16.2
24262,nsw,Mining,Naturalgas,2012-13,0
24257,nsw,Mining,Fueloil,2012-13,0
24256,nsw,Mining,Diesel,2012-13,40.1
24217,nsw,Agriculture,Electricity,2012-13,2.4
24214,nsw,Agriculture,Naturalgas,2012-13,0.2
24208,nsw,Agriculture,Diesel,2012-13,24.4
24202,nsw,Agriculture,LPG,2012-13,0.4
24250,nsw,Mining,LPG,2012-13,0.1
24442,nsw,Manufacturing,LPG,2012-13,8.1
24434,nsw,Manufacturing,Blackcoal,2012-13,108.5
27578,nsw,Construction,Liquid/gasBiofuels,2013-14,0
27577,nsw,Construction,Electricity,2013-14,0.2
27574,nsw,Construction,Naturalgas,2013-14,0.1
27568,nsw,Construction,Diesel,2013-14,4.1
27674,nsw,Transport_postal,Liquid/gasBiofuels,2013-14,5.8
27673,nsw,Transport_postal,Electricity,2013-14,5.1
27670,nsw,Transport_postal,Naturalgas,2013-14,2
27665,nsw,Transport_postal,Fueloil,2013-14,5.7
27664,nsw,Transport_postal,Diesel,2013-14,155.7
27658,nsw,Transport_postal,LPG,2013-14,13.4
27617,nsw,Commercial_services,Fueloil,2013-14,0
27616,nsw,Commercial_services,Diesel,2013-14,5.9
27610,nsw,Commercial_services,LPG,2013-14,0.6
27622,nsw,Commercial_services,Naturalgas,2013-14,10.5
27624,nsw,Commercial_services,Solarenergy,2013-14,0.1
27625,nsw,Commercial_services,Electricity,2013-14,66
27626,nsw,Commercial_services,Liquid/gasBiofuels,2013-14,0
27362,nsw,Electricity_gas_water_serv,Blackcoal,2013-14,526.8
27386,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2013-14,5.2
27385,nsw,Electricity_gas_water_serv,Electricity,2013-14,27.7
27382,nsw,Electricity_gas_water_serv,Naturalgas,2013-14,51.2
27376,nsw,Electricity_gas_water_serv,Diesel,2013-14,2.3
28153,nsw,Residential,Electricity,2013-14,77.3
28152,nsw,Residential,Solarenergy,2013-14,3.6
28150,nsw,Residential,Naturalgas,2013-14,26.3
28144,nsw,Residential,Diesel,2013-14,0.1
28138,nsw,Residential,LPG,2013-14,4.8
26474,nsw,Manufacturing,Liquid/gasBiofuels,2013-14,1.2
26473,nsw,Manufacturing,Electricity,2013-14,62.7
26470,nsw,Manufacturing,Naturalgas,2013-14,66.5
26465,nsw,Manufacturing,Fueloil,2013-14,1.7
26464,nsw,Manufacturing,Diesel,2013-14,2.3
26458,nsw,Manufacturing,LPG,2013-14,7.6
26282,nsw,Mining,Liquid/gasBiofuels,2013-14,2.4
26281,nsw,Mining,Electricity,2013-14,16.6
26278,nsw,Mining,Naturalgas,2013-14,0.3
26273,nsw,Mining,Fueloil,2013-14,0
26272,nsw,Mining,Diesel,2013-14,40
26266,nsw,Mining,LPG,2013-14,0.2
26233,nsw,Agriculture,Electricity,2013-14,2.2
26230,nsw,Agriculture,Naturalgas,2013-14,0.4
26224,nsw,Agriculture,Diesel,2013-14,23.1
26218,nsw,Agriculture,LPG,2013-14,0.4
26450,nsw,Manufacturing,Blackcoal,2013-14,100.5
29593,nsw,Construction,Electricity,2014-15,0.2
29594,nsw,Construction,Liquid/gasBiofuels,2014-15,0
29590,nsw,Construction,Naturalgas,2014-15,0.1
29584,nsw,Construction,Diesel,2014-15,4.1
29690,nsw,Transport_postal,Liquid/gasBiofuels,2014-15,4.5
29689,nsw,Transport_postal,Electricity,2014-15,5.1
29686,nsw,Transport_postal,Naturalgas,2014-15,2.6
29681,nsw,Transport_postal,Fueloil,2014-15,4
29680,nsw,Transport_postal,Diesel,2014-15,164.7
29674,nsw,Transport_postal,LPG,2014-15,12.5
29638,nsw,Commercial_services,Naturalgas,2014-15,10.8
29633,nsw,Commercial_services,Fueloil,2014-15,0
29632,nsw,Commercial_services,Diesel,2014-15,6.5
29640,nsw,Commercial_services,Solarenergy,2014-15,0.1
29626,nsw,Commercial_services,LPG,2014-15,0.6
29641,nsw,Commercial_services,Electricity,2014-15,71.7
29642,nsw,Commercial_services,Liquid/gasBiofuels,2014-15,0.1
29378,nsw,Electricity_gas_water_serv,Blackcoal,2014-15,512.7
29402,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2014-15,5
29401,nsw,Electricity_gas_water_serv,Electricity,2014-15,24.2
29398,nsw,Electricity_gas_water_serv,Naturalgas,2014-15,45.6
29392,nsw,Electricity_gas_water_serv,Diesel,2014-15,3.1
30169,nsw,Residential,Electricity,2014-15,78.4
30168,nsw,Residential,Solarenergy,2014-15,3.9
30166,nsw,Residential,Naturalgas,2014-15,26.4
30160,nsw,Residential,Diesel,2014-15,0.1
30154,nsw,Residential,LPG,2014-15,4.6
28490,nsw,Manufacturing,Liquid/gasBiofuels,2014-15,1.3
28489,nsw,Manufacturing,Electricity,2014-15,62.7
28488,nsw,Manufacturing,Solarenergy,2014-15,0
28486,nsw,Manufacturing,Naturalgas,2014-15,65.7
28481,nsw,Manufacturing,Fueloil,2014-15,1.9
28480,nsw,Manufacturing,Diesel,2014-15,1.4
28474,nsw,Manufacturing,LPG,2014-15,8.3
28298,nsw,Mining,Liquid/gasBiofuels,2014-15,2.6
28297,nsw,Mining,Electricity,2014-15,16.5
28294,nsw,Mining,Naturalgas,2014-15,0
28289,nsw,Mining,Fueloil,2014-15,0
28288,nsw,Mining,Diesel,2014-15,39.3
28249,nsw,Agriculture,Electricity,2014-15,2.3
28246,nsw,Agriculture,Naturalgas,2014-15,0.3
28240,nsw,Agriculture,Diesel,2014-15,25.3
28234,nsw,Agriculture,LPG,2014-15,0.4
28282,nsw,Mining,LPG,2014-15,0.1
28466,nsw,Manufacturing,Blackcoal,2014-15,92.7
31609,nsw,Construction,Electricity,2015-16,0.2
31610,nsw,Construction,Liquid/gasBiofuels,2015-16,0
31606,nsw,Construction,Naturalgas,2015-16,0.1
31600,nsw,Construction,Diesel,2015-16,4.1
31706,nsw,Transport_postal,Liquid/gasBiofuels,2015-16,3.9
31705,nsw,Transport_postal,Electricity,2015-16,5.2
31702,nsw,Transport_postal,Naturalgas,2015-16,2.6
31697,nsw,Transport_postal,Fueloil,2015-16,4
31696,nsw,Transport_postal,Diesel,2015-16,171.1
31690,nsw,Transport_postal,LPG,2015-16,10.1
31654,nsw,Commercial_services,Naturalgas,2015-16,11.2
31648,nsw,Commercial_services,Diesel,2015-16,6.5
31656,nsw,Commercial_services,Solarenergy,2015-16,0.1
31642,nsw,Commercial_services,LPG,2015-16,0.6
31657,nsw,Commercial_services,Electricity,2015-16,71.7
31658,nsw,Commercial_services,Liquid/gasBiofuels,2015-16,0
31394,nsw,Electricity_gas_water_serv,Blackcoal,2015-16,544.8
31418,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2015-16,4.8
31417,nsw,Electricity_gas_water_serv,Electricity,2015-16,29.5
31414,nsw,Electricity_gas_water_serv,Naturalgas,2015-16,51.3
31408,nsw,Electricity_gas_water_serv,Diesel,2015-16,2.7
32185,nsw,Residential,Electricity,2015-16,79
32184,nsw,Residential,Solarenergy,2015-16,3.9
32182,nsw,Residential,Naturalgas,2015-16,27
32170,nsw,Residential,LPG,2015-16,4.9
30506,nsw,Manufacturing,Liquid/gasBiofuels,2015-16,1.5
30505,nsw,Manufacturing,Electricity,2015-16,64
30504,nsw,Manufacturing,Solarenergy,2015-16,0
30502,nsw,Manufacturing,Naturalgas,2015-16,63.9
30497,nsw,Manufacturing,Fueloil,2015-16,1.1
30496,nsw,Manufacturing,Diesel,2015-16,1.7
30314,nsw,Mining,Liquid/gasBiofuels,2015-16,0.1
30313,nsw,Mining,Electricity,2015-16,16.4
30310,nsw,Mining,Naturalgas,2015-16,0
30305,nsw,Mining,Fueloil,2015-16,0
30304,nsw,Mining,Diesel,2015-16,45
30265,nsw,Agriculture,Electricity,2015-16,2.1
30262,nsw,Agriculture,Naturalgas,2015-16,0.3
30256,nsw,Agriculture,Diesel,2015-16,27.5
30250,nsw,Agriculture,LPG,2015-16,0.4
30298,nsw,Mining,LPG,2015-16,0.1
30490,nsw,Manufacturing,LPG,2015-16,8
30482,nsw,Manufacturing,Blackcoal,2015-16,93.7
33626,nsw,Construction,Liquid/gasBiofuels,2016-17,0
33625,nsw,Construction,Electricity,2016-17,0.4
33622,nsw,Construction,Naturalgas,2016-17,0.1
33616,nsw,Construction,Diesel,2016-17,4.1
33722,nsw,Transport_postal,Liquid/gasBiofuels,2016-17,3.7
33721,nsw,Transport_postal,Electricity,2016-17,5.2
33718,nsw,Transport_postal,Naturalgas,2016-17,2.7
33713,nsw,Transport_postal,Fueloil,2016-17,4
33712,nsw,Transport_postal,Diesel,2016-17,176.1
33706,nsw,Transport_postal,LPG,2016-17,7.2
33664,nsw,Commercial_services,Diesel,2016-17,6.5
33658,nsw,Commercial_services,LPG,2016-17,0.7
33670,nsw,Commercial_services,Naturalgas,2016-17,11
33672,nsw,Commercial_services,Solarenergy,2016-17,0.1
33673,nsw,Commercial_services,Electricity,2016-17,74.7
33674,nsw,Commercial_services,Liquid/gasBiofuels,2016-17,0
33410,nsw,Electricity_gas_water_serv,Blackcoal,2016-17,546.6
33434,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2016-17,4.8
33433,nsw,Electricity_gas_water_serv,Electricity,2016-17,32
33430,nsw,Electricity_gas_water_serv,Naturalgas,2016-17,32.2
33424,nsw,Electricity_gas_water_serv,Diesel,2016-17,3
34201,nsw,Residential,Electricity,2016-17,78
34200,nsw,Residential,Solarenergy,2016-17,4
34198,nsw,Residential,Naturalgas,2016-17,26.9
34186,nsw,Residential,LPG,2016-17,4.1
32522,nsw,Manufacturing,Liquid/gasBiofuels,2016-17,1.5
32521,nsw,Manufacturing,Electricity,2016-17,63.3
32520,nsw,Manufacturing,Solarenergy,2016-17,0
32518,nsw,Manufacturing,Naturalgas,2016-17,60.3
32513,nsw,Manufacturing,Fueloil,2016-17,1.3
32512,nsw,Manufacturing,Diesel,2016-17,1.8
32506,nsw,Manufacturing,LPG,2016-17,7.3
32330,nsw,Mining,Liquid/gasBiofuels,2016-17,0.1
32329,nsw,Mining,Electricity,2016-17,16.4
32326,nsw,Mining,Naturalgas,2016-17,0
32320,nsw,Mining,Diesel,2016-17,47
32281,nsw,Agriculture,Electricity,2016-17,2
32278,nsw,Agriculture,Naturalgas,2016-17,0.4
32272,nsw,Agriculture,Diesel,2016-17,26.9
32266,nsw,Agriculture,LPG,2016-17,0.4
32314,nsw,Mining,LPG,2016-17,0.1
32498,nsw,Manufacturing,Blackcoal,2016-17,95.1
35642,nsw,Construction,Liquid/gasBiofuels,2017-18,0
35641,nsw,Construction,Electricity,2017-18,0.7
35638,nsw,Construction,Naturalgas,2017-18,0.1
35632,nsw,Construction,Diesel,2017-18,4.2
35738,nsw,Transport_postal,Liquid/gasBiofuels,2017-18,4
35737,nsw,Transport_postal,Electricity,2017-18,5.3
35734,nsw,Transport_postal,Naturalgas,2017-18,2.4
35729,nsw,Transport_postal,Fueloil,2017-18,4
35728,nsw,Transport_postal,Diesel,2017-18,190.4
35722,nsw,Transport_postal,LPG,2017-18,3.9
35686,nsw,Commercial_services,Naturalgas,2017-18,11.2
35680,nsw,Commercial_services,Diesel,2017-18,6.8
35674,nsw,Commercial_services,LPG,2017-18,0.5
35688,nsw,Commercial_services,Solarenergy,2017-18,0.1
35689,nsw,Commercial_services,Electricity,2017-18,76
35690,nsw,Commercial_services,Liquid/gasBiofuels,2017-18,0
35426,nsw,Electricity_gas_water_serv,Blackcoal,2017-18,557.4
35450,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2017-18,5.2
35449,nsw,Electricity_gas_water_serv,Electricity,2017-18,33.6
35446,nsw,Electricity_gas_water_serv,Naturalgas,2017-18,28
35440,nsw,Electricity_gas_water_serv,Diesel,2017-18,3.2
36217,nsw,Residential,Electricity,2017-18,79.1
36216,nsw,Residential,Solarenergy,2017-18,4.2
36214,nsw,Residential,Naturalgas,2017-18,27.8
36202,nsw,Residential,LPG,2017-18,3.8
34538,nsw,Manufacturing,Liquid/gasBiofuels,2017-18,1.5
34537,nsw,Manufacturing,Electricity,2017-18,63.1
34536,nsw,Manufacturing,Solarenergy,2017-18,0
34534,nsw,Manufacturing,Naturalgas,2017-18,63.7
34529,nsw,Manufacturing,Fueloil,2017-18,1.8
34528,nsw,Manufacturing,Diesel,2017-18,1.5
34522,nsw,Manufacturing,LPG,2017-18,7.5
34346,nsw,Mining,Liquid/gasBiofuels,2017-18,0
34345,nsw,Mining,Electricity,2017-18,16.1
34342,nsw,Mining,Naturalgas,2017-18,0.2
34337,nsw,Mining,Fueloil,2017-18,0
34336,nsw,Mining,Diesel,2017-18,48.5
34297,nsw,Agriculture,Electricity,2017-18,2
34294,nsw,Agriculture,Naturalgas,2017-18,0.3
34288,nsw,Agriculture,Diesel,2017-18,27.3
34282,nsw,Agriculture,LPG,2017-18,0.3
34330,nsw,Mining,LPG,2017-18,0.2
34514,nsw,Manufacturing,Blackcoal,2017-18,92.6
37658,nsw,Construction,Liquid/gasBiofuels,2018-19,0
37657,nsw,Construction,Electricity,2018-19,0.6
37654,nsw,Construction,Naturalgas,2018-19,0.1
37648,nsw,Construction,Diesel,2018-19,4
37754,nsw,Transport_postal,Liquid/gasBiofuels,2018-19,3.7
37753,nsw,Transport_postal,Electricity,2018-19,6.1
37750,nsw,Transport_postal,Naturalgas,2018-19,2.4
37745,nsw,Transport_postal,Fueloil,2018-19,7.1
37744,nsw,Transport_postal,Diesel,2018-19,198.4
37738,nsw,Transport_postal,LPG,2018-19,2.9
37696,nsw,Commercial_services,Diesel,2018-19,7.1
37690,nsw,Commercial_services,LPG,2018-19,0.5
37702,nsw,Commercial_services,Naturalgas,2018-19,11.4
37704,nsw,Commercial_services,Solarenergy,2018-19,0.1
37705,nsw,Commercial_services,Electricity,2018-19,77.5
37706,nsw,Commercial_services,Liquid/gasBiofuels,2018-19,0
37442,nsw,Electricity_gas_water_serv,Blackcoal,2018-19,564.4
37466,nsw,Electricity_gas_water_serv,Liquid/gasBiofuels,2018-19,5
37465,nsw,Electricity_gas_water_serv,Electricity,2018-19,34.8
37462,nsw,Electricity_gas_water_serv,Naturalgas,2018-19,21.3
37456,nsw,Electricity_gas_water_serv,Diesel,2018-19,3.4
38233,nsw,Residential,Electricity,2018-19,77.5
38232,nsw,Residential,Solarenergy,2018-19,4.3
38230,nsw,Residential,Naturalgas,2018-19,28.4
38218,nsw,Residential,LPG,2018-19,3.8
36554,nsw,Manufacturing,Liquid/gasBiofuels,2018-19,1.5
36553,nsw,Manufacturing,Electricity,2018-19,62.4
36552,nsw,Manufacturing,Solarenergy,2018-19,0
36550,nsw,Manufacturing,Naturalgas,2018-19,67.1
36545,nsw,Manufacturing,Fueloil,2018-19,2.8
36544,nsw,Manufacturing,Diesel,2018-19,1.6
36538,nsw,Manufacturing,LPG,2018-19,7.4
36362,nsw,Mining,Liquid/gasBiofuels,2018-19,0
36361,nsw,Mining,Electricity,2018-19,17.2
36358,nsw,Mining,Naturalgas,2018-19,0.2
36353,nsw,Mining,Fueloil,2018-19,0.1
36352,nsw,Mining,Diesel,2018-19,51.9
36346,nsw,Mining,LPG,2018-19,0.2
36313,nsw,Agriculture,Electricity,2018-19,2.2
36310,nsw,Agriculture,Naturalgas,2018-19,0.4
36304,nsw,Agriculture,Diesel,2018-19,21.3
36298,nsw,Agriculture,LPG,2018-19,0.2
36530,nsw,Manufacturing,Blackcoal,2018-19,87.2
1366,qld,Construction,Naturalgas,2000-01,0.3
1360,qld,Construction,Diesel,2000-01,8.7
1465,qld,Transport_postal,Electricity,2000-01,3
1462,qld,Transport_postal,Naturalgas,2000-01,1.2
1457,qld,Transport_postal,Fueloil,2000-01,4.3
1456,qld,Transport_postal,Diesel,2000-01,69.5
1450,qld,Transport_postal,LPG,2000-01,5.6
1414,qld,Commercial_services,Naturalgas,2000-01,0.3
1408,qld,Commercial_services,Diesel,2000-01,4.6
1402,qld,Commercial_services,LPG,2000-01,0.7
1394,qld,Commercial_services,Blackcoal,2000-01,0.6
1417,qld,Commercial_services,Electricity,2000-01,33
1154,qld,Electricity_gas_water_serv,Blackcoal,2000-01,421.8
1177,qld,Electricity_gas_water_serv,Electricity,2000-01,26.2
1169,qld,Electricity_gas_water_serv,Fueloil,2000-01,0.9
1168,qld,Electricity_gas_water_serv,Diesel,2000-01,4
1945,qld,Residential,Electricity,2000-01,33.7
1944,qld,Residential,Solarenergy,2000-01,0.4
1942,qld,Residential,Naturalgas,2000-01,1.5
1936,qld,Residential,Diesel,2000-01,0.6
1930,qld,Residential,LPG,2000-01,2
265,qld,Manufacturing,Electricity,2000-01,52
262,qld,Manufacturing,Naturalgas,2000-01,46.1
257,qld,Manufacturing,Fueloil,2000-01,10
256,qld,Manufacturing,Diesel,2000-01,2.2
250,qld,Manufacturing,LPG,2000-01,1.3
73,qld,Mining,Electricity,2000-01,20.6
70,qld,Mining,Naturalgas,2000-01,10
64,qld,Mining,Diesel,2000-01,22.1
25,qld,Agriculture,Electricity,2000-01,1.3
22,qld,Agriculture,Naturalgas,2000-01,0.1
16,qld,Agriculture,Diesel,2000-01,13
10,qld,Agriculture,LPG,2000-01,0.3
242,qld,Manufacturing,Blackcoal,2000-01,52.7
3382,qld,Construction,Naturalgas,2001-02,0.3
3376,qld,Construction,Diesel,2001-02,8.4
3481,qld,Transport_postal,Electricity,2001-02,2.9
3478,qld,Transport_postal,Naturalgas,2001-02,1.3
3473,qld,Transport_postal,Fueloil,2001-02,4.2
3472,qld,Transport_postal,Diesel,2001-02,73.9
